App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
6078083,HDR,07/10/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074186,HDR,05/08/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077556,HDR,07/01/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077467,HDR,06/28/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075289,HDR,05/23/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074150,HDR,05/07/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077213,HDR,06/25/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074073,HDR,05/06/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6074139,HDR,05/07/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075844,HDR,06/01/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6074211,HDR,05/08/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077722,HDR,07/03/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077036,HDR,06/21/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,08/02/2024 05:00:05 PM
6074846,HDR,05/17/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6078655,HDR,07/19/2024,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078455,HDR,07/16/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6072361,HDR,04/12/2024,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078924,HDR,07/25/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079076,HDR,07/27/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077814,HDR,07/05/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075809,HDR,05/31/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6078251,HDR,07/13/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6079055,HDR,07/27/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6072883,HDR,04/20/2024,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076472,HDR,06/12/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6073715,HDR,05/01/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075089,HDR,05/21/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078858,HDR,07/23/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078398,HDR,07/16/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079025,HDR,07/26/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6072798,HDR,04/19/2024,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077499,HDR,06/29/2024,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075119,HDR,05/21/2024,Pending Fitness Interview,08/28/2024,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078795,HDR,07/22/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076735,HDR,06/17/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6076385,HDR,06/10/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6078245,HDR,07/13/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6079047,HDR,07/26/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077494,HDR,06/29/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078827,HDR,07/23/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075974,HDR,06/04/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6073394,HDR,04/26/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6078729,HDR,07/22/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076508,HDR,06/12/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077957,HDR,07/08/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6069505,HDR,03/04/2024,Pending Fitness Interview,07/02/2024,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077734,HDR,07/03/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078184,HDR,07/12/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078322,HDR,07/15/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6077423,HDR,06/28/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078773,HDR,07/22/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6077073,HDR,06/22/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6079015,HDR,07/26/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078528,HDR,07/18/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6077111,HDR,06/23/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6078353,HDR,07/15/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6073883,HDR,05/03/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077649,HDR,07/02/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076170,HDR,06/06/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6079067,HDR,07/27/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078967,HDR,07/25/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6078037,HDR,07/10/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079266,HDR,07/31/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077420,HDR,06/28/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077825,HDR,07/05/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6077058,HDR,06/22/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6075382,HDR,05/24/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074439,HDR,05/12/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6072663,HDR,04/17/2024,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6078725,HDR,07/21/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078982,HDR,07/25/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078983,HDR,07/25/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078261,HDR,07/13/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6077103,HDR,06/23/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075566,HDR,05/28/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079000,HDR,07/25/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076323,HDR,06/10/2024,Pending Fitness Interview,08/01/2024,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078373,HDR,07/15/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Copy of DMV license needed,08/02/2024 05:00:05 PM
6076278,HDR,06/08/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6072445,HDR,04/15/2024,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077463,HDR,06/28/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076174,HDR,06/06/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6078679,HDR,07/20/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079088,HDR,07/28/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078963,HDR,07/25/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6075568,HDR,05/28/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6078383,HDR,07/15/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6073276,HDR,04/25/2024,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6074928,HDR,05/18/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079118,HDR,07/28/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6074373,HDR,05/10/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077988,HDR,07/09/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075187,HDR,05/22/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077629,HDR,07/01/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6076466,HDR,06/12/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6074764,HDR,05/16/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078157,HDR,07/11/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077824,HDR,07/05/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6073999,HDR,05/06/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074084,HDR,05/06/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6068439,HDR,02/19/2024,Denied,04/25/2024,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,08/02/2024 05:00:05 PM
6077505,HDR,06/29/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6074905,HDR,05/18/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075521,HDR,05/27/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078814,HDR,07/23/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074228,HDR,05/08/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077183,HDR,06/24/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078025,HDR,07/09/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6074711,HDR,05/15/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078688,HDR,07/20/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078881,HDR,07/24/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077690,HDR,07/02/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6077447,HDR,06/28/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6074025,HDR,05/06/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074076,HDR,05/06/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6078082,HDR,07/10/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6079248,HDR,07/30/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6072903,HDR,04/21/2024,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075487,HDR,05/27/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077665,HDR,07/02/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078812,HDR,07/23/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077962,HDR,07/08/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6078292,HDR,07/14/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078009,HDR,07/09/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074597,HDR,05/14/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078208,HDR,07/12/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6073785,HDR,05/02/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078918,HDR,07/24/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075344,HDR,05/24/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6073318,HDR,04/26/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078197,HDR,07/12/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6077143,HDR,06/24/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6077486,HDR,06/29/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076436,HDR,06/11/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6072820,HDR,04/19/2024,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,08/02/2024 05:00:05 PM
6077704,HDR,07/03/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077936,HDR,07/08/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075650,PDR,05/29/2024,Incomplete,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Fingerprints needed,08/02/2024 05:00:05 PM
6077879,HDR,07/07/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,08/02/2024 05:00:05 PM
6077307,HDR,06/26/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078107,HDR,07/10/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,08/02/2024 05:00:05 PM
6074264,HDR,05/09/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077577,HDR,07/01/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077940,HDR,07/08/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6077425,HDR,06/28/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077266,HDR,06/25/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077244,HDR,06/25/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
5921783,HDR,02/06/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Copy of DMV license needed,08/02/2024 05:00:05 PM
6075413,HDR,05/25/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074531,HDR,05/13/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6079260,HDR,07/30/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075938,HDR,06/03/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075005,HDR,05/20/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6078952,HDR,07/25/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6074030,HDR,05/06/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6073405,HDR,04/26/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078818,HDR,07/23/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,08/02/2024 05:00:05 PM
6078605,HDR,07/19/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6079413,HDR,08/02/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6074859,HDR,05/17/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6075141,HDR,05/21/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074720,HDR,05/16/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077618,HDR,07/01/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075501,HDR,05/27/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075343,HDR,05/24/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,08/02/2024 05:00:05 PM
6075806,HDR,05/31/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077630,HDR,07/01/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6079370,HDR,08/01/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075386,HDR,05/24/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079245,HDR,07/30/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075440,HDR,05/26/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6072316,HDR,04/12/2024,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077998,HDR,07/09/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077543,HDR,07/01/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6073005,HDR,04/22/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6079022,HDR,07/26/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6072369,HDR,04/12/2024,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079391,HDR,08/02/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076863,HDR,06/18/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076813,HDR,06/18/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
